name,genre_1,price,tier,total_votes,pos_ratio,p_bayes,p_ml,b_rating,score_finale
Juanito Arcade Mayhem,adventure,budget,very_positive,189,94.7,0.446,0.484,0.823,0.6441
Trials 2: Second Edition,racing,budget,mostly_positive,202,83.7,0.5,0.511,0.782,0.6437
Silver Creek Falls: Chapter 1,free_to_play,free,very_positive,539,87.6,0.408,0.508,0.829,0.6437
Vox Populi Vox Dei 2,action,budget,very_positive,425,87.5,0.439,0.492,0.821,0.6436
HeXen: Beyond Heretic,action,budget,very_positive,275,90.5,0.439,0.491,0.822,0.6434
Tomb Raider IV: The Last Revelation,adventure,budget,very_positive,486,86.8,0.446,0.484,0.821,0.6432
Desert Bus VR,free_to_play,free,very_positive,493,87.8,0.408,0.508,0.828,0.6431
Creed: Rise to Glory™,sports,mid_price,mostly_positive,369,82.9,0.463,0.526,0.792,0.6431
CAGE,free_to_play,free,very_positive,81,86.4,0.514,0.516,0.77,0.6428
Prince of Persia®: The Sands of Time,action,budget,very_positive,953,87.2,0.439,0.448,0.842,0.6426
Hidden & Dangerous 2: Courage Under Fire,action,budget,very_positive,174,96.0,0.439,0.483,0.824,0.6426
Oddworld: Stranger's Wrath HD,adventure,budget,mostly_positive,898,84.5,0.446,0.484,0.82,0.6426
Death's Hangover,action,budget,very_positive,296,89.5,0.439,0.491,0.82,0.6423
Sonic & SEGA All-Stars Racing,racing,budget,mostly_positive,787,78.0,0.5,0.526,0.771,0.6419
The Music Machine,adventure,budget,very_positive,277,89.2,0.446,0.491,0.816,0.6419
Prince of Persia: Warrior Within™,action,budget,very_positive,758,86.7,0.416,0.487,0.832,0.6419
The Cubicle.,free_to_play,free,very_positive,539,87.0,0.408,0.508,0.825,0.6419
Final Exam,action,budget,mostly_positive,904,84.2,0.439,0.492,0.818,0.6418
Zero Gear,racing,budget,mostly_positive,825,79.0,0.5,0.511,0.778,0.6418
Intruder,simulation,mid_price,very_positive,562,88.3,0.403,0.494,0.835,0.6417
Crashday Redline Edition,racing,budget,very_positive,781,88.0,0.405,0.478,0.842,0.6417
Tom Clancy's Rainbow Six® Vegas 2,action,budget,mostly_positive,3038,85.0,0.375,0.51,0.84,0.6416
Iron Fisticle,indie,budget,very_positive,216,88.9,0.469,0.487,0.805,0.6416
Emmerholt: Prologue,adventure,free,mostly_positive,94,75.5,0.575,0.495,0.748,0.6412
Corporate Lifestyle Simulator,indie,budget,mostly_positive,572,83.6,0.469,0.487,0.805,0.6412
Mad Bullets,action,budget,very_positive,209,91.9,0.439,0.492,0.816,0.6411
Creative Destruction,battle_royale,free,mostly_positive,5450,79.3,0.462,0.522,0.791,0.6411
Luxor Evolved,action,budget,very_positive,214,91.6,0.439,0.492,0.816,0.641
Cursed Castilla (Maldita Castilla EX),indie,budget,very_positive,361,85.3,0.469,0.487,0.804,0.641
Project Starship,indie,budget,mostly_positive,427,84.5,0.469,0.487,0.804,0.6409
Phoenix Force,indie,budget,mostly_positive,579,83.9,0.448,0.501,0.807,0.6407
Irony Of Nightmare,indie,budget,very_positive,243,86.8,0.469,0.493,0.8,0.6405
Carmageddon 2: Carpocalypse Now,racing,budget,very_positive,421,90.7,0.405,0.478,0.84,0.6405
ONRAID,free_to_play,free,mostly_positive,1711,76.9,0.514,0.516,0.766,0.6404
Venetica - Gold Edition,rpg,budget,mostly_positive,304,77.0,0.543,0.503,0.758,0.6403
Delta Force,action,budget,very_positive,244,90.2,0.439,0.491,0.815,0.6402
Sophie's Curse,indie,budget,mostly_positive,375,84.3,0.469,0.493,0.799,0.6401
Princess.Loot.Pixel.Again,action,budget,very_positive,1122,85.1,0.416,0.487,0.829,0.6401
panGEMic,free_to_play,free,very_positive,68,85.3,0.514,0.516,0.765,0.6401
Extreme Forklifting 2,simulation,budget,mostly_positive,169,84.6,0.486,0.51,0.782,0.64
Deployment,action,budget,very_positive,240,90.0,0.439,0.492,0.814,0.6399
Void Memory,rpg,budget,mostly_positive,105,79.0,0.543,0.503,0.757,0.6399
Assassin's Creed™: Director's Cut Edition,action,budget,mostly_positive,6905,83.2,0.416,0.487,0.828,0.6398
Graze Counter,action,budget,very_positive,111,97.3,0.416,0.53,0.807,0.6398
Thunder Wolves,action,budget,very_positive,438,86.1,0.439,0.492,0.814,0.6398
Carmageddon Max Pack,racing,budget,very_positive,387,91.0,0.405,0.478,0.838,0.6395
The Ultimatest Battle,free_to_play,free,mostly_positive,488,77.5,0.514,0.516,0.763,0.6393
Immortal Defense,indie,budget,very_positive,124,93.5,0.469,0.487,0.801,0.6393
Just Get Through,indie,budget,very_positive,198,88.4,0.469,0.487,0.8,0.639
Razortron 2000,racing,budget,very_positive,662,87.3,0.405,0.485,0.833,0.6389
Putin VS ISIS,indie,budget,very_positive,107,95.3,0.469,0.487,0.8,0.6388
Legacy of Kain: Defiance,action,budget,very_positive,490,87.6,0.416,0.487,0.826,0.6387
Serious Sam Double D XXL,action,budget,mostly_positive,606,84.8,0.416,0.511,0.814,0.6387
Floppy Heroes,action,budget,very_positive,252,94.8,0.375,0.503,0.838,0.6385
StarBreak,free_to_play,free,mostly_positive,949,76.7,0.514,0.516,0.762,0.6385
Rubber Ducky and the Rainbow Gun,indie,budget,very_positive,145,91.0,0.469,0.487,0.799,0.6384
AaAaAA!!! - A Reckless Disregard for Gravity,action,budget,mostly_positive,650,84.2,0.439,0.492,0.811,0.6384
Strike Suit Infinity,action,budget,mostly_positive,541,84.8,0.439,0.491,0.812,0.6383
Dungeons Forever,free_to_play,free,mostly_positive,96,81.2,0.514,0.516,0.761,0.6383
Carrie's Order Up!,indie,budget,very_positive,90,97.8,0.469,0.487,0.799,0.6383
Strike Vector EX,action,budget,mostly_positive,559,84.6,0.439,0.492,0.811,0.6383
Psebay,simulation,budget,very_positive,71,91.5,0.486,0.51,0.778,0.6381
A-10 VR,action,budget,very_positive,144,94.4,0.439,0.492,0.81,0.6378
El Tango de la Muerte,indie,budget,very_positive,83,98.8,0.469,0.487,0.798,0.6378
Tomb Raider I,adventure,budget,mostly_positive,2074,82.0,0.446,0.484,0.81,0.6377
Zombie Shooter,action,budget,mostly_positive,483,84.9,0.439,0.491,0.809,0.6371
Head Goal: Soccer Online,free_to_play,free,mostly_positive,353,77.1,0.514,0.516,0.759,0.637
The Void Rains Upon Her Heart,action,budget,very_positive,98,100.0,0.439,0.492,0.808,0.6369
At Home Alone,free_to_play,free,mostly_positive,899,83.9,0.408,0.508,0.815,0.6368
Squidlit,adventure,budget,very_positive,156,92.9,0.446,0.484,0.808,0.6366
SUPER BENBO QUEST: TURBO DELUXE,indie,budget,very_positive,108,93.5,0.469,0.487,0.795,0.6366
Operation Warcade VR,simulation,mid_price,very_positive,195,97.4,0.4,0.475,0.835,0.6366
Shark Attack Deathmatch 2,survival,budget,mostly_positive,1438,76.6,0.582,0.44,0.762,0.6365
Princess.Loot.Pixel.Again x2,indie,budget,very_positive,220,86.4,0.469,0.487,0.795,0.6365
Angry Arrows,action,budget,very_positive,143,93.7,0.439,0.492,0.807,0.6364
Riff Racer - Race Your Music!,racing,budget,mostly_positive,1517,84.4,0.405,0.485,0.828,0.6363
Xpand Rally,racing,budget,mostly_positive,178,78.1,0.5,0.526,0.758,0.6358
Commandos: Beyond the Call of Duty,action,budget,very_positive,475,85.1,0.439,0.483,0.81,0.6355
Telophase,free_to_play,free,mostly_positive,54,81.5,0.514,0.516,0.756,0.6355
Ring Runner: Flight of the Sages,action,budget,mostly_positive,705,84.1,0.439,0.477,0.812,0.6354
SUPERHOT: MIND CONTROL DELETE,action,budget,very_positive,276,87.0,0.439,0.492,0.805,0.6353
SQUIDS FROM SPACE,action,budget,very_positive,169,92.3,0.439,0.483,0.809,0.6353
KillStreak.tv,free_to_play,free,mostly_positive,94,78.7,0.514,0.516,0.755,0.6352
Cooking Witch,indie,budget,very_positive,207,86.0,0.469,0.487,0.792,0.6349
Halo: Spartan Strike,action,budget,mostly_positive,634,83.3,0.439,0.491,0.805,0.6348
Chasing Styx,free_to_play,free,mostly_positive,60,80.0,0.514,0.516,0.754,0.6347
Super Mega Neo Pug,action,budget,mostly_positive,680,82.9,0.439,0.492,0.804,0.6347
Driver® Parallel Lines,racing,budget,very_positive,413,88.9,0.405,0.478,0.828,0.6347
Seraph,action,budget,mostly_positive,448,84.4,0.439,0.491,0.804,0.6346
METAL SLUG 2,action,budget,very_positive,252,85.7,0.416,0.53,0.796,0.6346
Straimium Immortaly,indie,budget,very_positive,114,91.2,0.469,0.487,0.791,0.6345
Moorhuhn (Crazy Chicken),action,budget,very_positive,238,87.8,0.439,0.491,0.804,0.6345
Half-Life 2: Lost Coast,fps,free,very_positive,6803,85.0,0.334,0.513,0.846,0.6344
Handsome Mr. Frog,action,budget,very_positive,133,93.2,0.439,0.492,0.803,0.6342
Post Apocalyptic Mayhem,racing,budget,mostly_positive,1444,84.4,0.405,0.478,0.827,0.6342
Bloodline Champions,free_to_play,free,very_positive,1591,85.8,0.408,0.448,0.84,0.6341
Trouble Witches Origin - Episode1 Daughters of Amalgam -,indie,budget,very_positive,84,95.2,0.469,0.487,0.79,0.6341
Tomb Raider: Anniversary,action,budget,mostly_positive,2353,83.5,0.439,0.448,0.825,0.6341
Brothers in Arms: Earned in Blood™,action,budget,very_positive,356,85.1,0.439,0.491,0.803,0.6338
Halloween Forever,action,budget,very_positive,119,94.1,0.439,0.492,0.801,0.6333
Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,action,budget,very_positive,251,86.9,0.439,0.491,0.801,0.6332
Super Arcade Football,sports,budget,mostly_positive,113,77.9,0.48,0.544,0.754,0.6332
Cally's Caves 3,indie,budget,mostly_positive,426,81.9,0.469,0.487,0.789,0.6332
Cyberhunt,indie,budget,mostly_positive,392,82.1,0.469,0.487,0.788,0.6331
Q-YO Blaster,action,budget,very_positive,88,98.9,0.439,0.492,0.8,0.6331
Avalanche 2: Super Avalanche,indie,budget,very_positive,192,86.5,0.448,0.501,0.792,0.633
Good Robot,indie,budget,mostly_positive,217,84.8,0.469,0.487,0.788,0.633
Pharaoh Rebirth+,action,budget,very_positive,192,94.3,0.439,0.448,0.822,0.6329
Slash or Die,action,budget,very_positive,232,87.1,0.439,0.492,0.8,0.6328
QUAKE Mission Pack 2: Dissolution of Eternity,action,budget,very_positive,158,90.5,0.439,0.491,0.8,0.6326
Gotham City Impostors Free to Play,free_to_play,free,mostly_positive,11042,83.9,0.408,0.448,0.837,0.6326
ARCADE GAME SERIES: GALAGA,action,budget,very_positive,313,85.3,0.439,0.491,0.8,0.6326
RED,free_to_play,free,very_positive,242,95.0,0.408,0.448,0.837,0.6325
Tomb Raider III,adventure,budget,mostly_positive,565,82.8,0.446,0.484,0.799,0.6323
Bad Caterpillar,indie,budget,very_positive,91,92.3,0.469,0.487,0.787,0.6322
Riptide GP2,racing,budget,very_positive,383,88.0,0.405,0.483,0.821,0.6322
WITCH-BOT MEGLILO,indie,budget,very_positive,62,98.4,0.469,0.487,0.786,0.6319
Figure Quest,action,budget,very_positive,122,94.3,0.439,0.483,0.802,0.6317
The Charnel House Trilogy,adventure,budget,mostly_positive,461,82.6,0.446,0.491,0.794,0.6314
Delta Force Land Warrior,action,budget,very_positive,132,91.7,0.439,0.491,0.798,0.6313
Instant Dungeon!,indie,budget,very_positive,162,85.8,0.469,0.487,0.785,0.6313
Star Valor,action,budget,very_positive,142,93.0,0.439,0.477,0.804,0.6313
Armored Kitten,action,budget,very_positive,165,89.1,0.439,0.492,0.797,0.6313
Diner Bros,indie,budget,very_positive,157,86.0,0.469,0.487,0.785,0.6312
Bird Assassin,action,budget,very_positive,326,88.7,0.439,0.448,0.819,0.6312
Battlepillars Gold Edition,strategy,budget,very_positive,290,86.9,0.437,0.476,0.806,0.6312
Halo: Spartan Assault,action,budget,mostly_positive,3488,80.2,0.439,0.491,0.797,0.6312
UBERMOSH:SANTICIDE,action,budget,very_positive,95,95.8,0.439,0.492,0.796,0.6311
Pixel Shinobi Nine demons of Mamoru,action,budget,very_positive,129,91.5,0.439,0.492,0.796,0.631
Naev,free_to_play,free,mostly_positive,108,75.0,0.514,0.516,0.746,0.6308
iZBOT,indie,budget,very_positive,155,85.8,0.469,0.487,0.784,0.6307
Procyon,indie,budget,very_positive,113,88.5,0.469,0.487,0.783,0.6306
CHRONO,free_to_play,free,mostly_positive,72,75.0,0.514,0.516,0.746,0.6306
Pixel Star,indie,budget,very_positive,117,88.0,0.469,0.487,0.783,0.6304
Night Blights,indie,budget,very_positive,75,92.0,0.469,0.493,0.78,0.6304
KAMUI,action,budget,very_positive,117,92.3,0.439,0.492,0.795,0.6304
"Bye-Bye, Wacky Planet",indie,budget,mostly_positive,379,81.3,0.469,0.487,0.783,0.6303
Polygoneer,indie,budget,very_positive,75,93.3,0.469,0.487,0.783,0.6303
Umihara Kawase,action,budget,very_positive,77,98.7,0.439,0.492,0.795,0.6302
Dig 4 Destruction,action,budget,very_positive,110,92.7,0.439,0.491,0.794,0.6295
10 Second Ninja X,action,budget,very_positive,152,88.8,0.439,0.492,0.793,0.6295
Wars and Warriors: Joan of Arc,action,budget,very_positive,122,92.6,0.439,0.483,0.798,0.6294
The Juicer,action,budget,very_positive,209,86.1,0.439,0.492,0.793,0.6293
Roche Fusion,action,budget,very_positive,88,95.5,0.439,0.492,0.793,0.6292
GIBZ,adventure,budget,mostly_positive,345,83.5,0.446,0.484,0.793,0.6291
Mecha Ritz: Steel Rondo,indie,budget,very_positive,57,96.5,0.469,0.487,0.78,0.629
Call of Tomsk-7,action,budget,mostly_positive,466,82.2,0.439,0.492,0.792,0.6288
Magicians & Looters,indie,budget,very_positive,108,88.9,0.448,0.501,0.783,0.6287
Game Soup,indie,budget,very_positive,51,98.0,0.469,0.487,0.779,0.6286
Rot Gut,action,budget,mostly_positive,244,84.8,0.439,0.492,0.791,0.6286
2MD VR Football,action,budget,very_positive,90,94.4,0.439,0.492,0.791,0.6285
Super Mutant Alien Assault,action,budget,very_positive,85,95.3,0.439,0.492,0.791,0.6284
Iron Impact,action,budget,very_positive,201,87.1,0.439,0.483,0.795,0.6284
ARCADE GAME SERIES: PAC-MAN,action,budget,mostly_positive,298,83.9,0.439,0.491,0.792,0.6284
Delta Force 2,action,budget,very_positive,192,86.5,0.439,0.491,0.792,0.6284
TOXIKK™,fps,free,mostly_positive,5047,76.6,0.486,0.497,0.765,0.6279
Almost Alive,adventure,budget,very_positive,146,88.4,0.446,0.484,0.79,0.6278
GLAD VALAKAS TOWER DEFENCE,action,budget,very_positive,63,100.0,0.439,0.492,0.789,0.6276
Spear of Destiny,action,budget,mostly_positive,236,84.7,0.439,0.491,0.79,0.6276
Indiana Jones® and the Emperor's Tomb™,action,budget,very_positive,136,95.6,0.439,0.448,0.811,0.6273
Swaps and Traps,action,budget,very_positive,66,98.5,0.439,0.492,0.788,0.6271
Ballistic Tanks,action,budget,very_positive,165,86.7,0.439,0.492,0.788,0.627
Street Racing Syndicate,racing,budget,mostly_positive,2306,81.8,0.405,0.484,0.809,0.6269
THE VIDEOKID,action,budget,very_positive,70,97.1,0.439,0.492,0.788,0.6269
Greetings,free_to_play,free,mostly_positive,460,82.8,0.408,0.508,0.795,0.6269
Diabolic,action,budget,very_positive,103,91.3,0.439,0.492,0.788,0.6269
Fenix Rage,indie,budget,mostly_positive,148,83.8,0.469,0.487,0.776,0.6268
Danmaku Unlimited 3,action,budget,very_positive,121,89.3,0.439,0.492,0.788,0.6267
Super Star Path,action,budget,mostly_positive,234,84.2,0.439,0.492,0.788,0.6267
Beekyr Reloaded,indie,budget,very_positive,58,93.1,0.469,0.487,0.775,0.6265
Hyper Bounce Blast,action,budget,very_positive,78,94.9,0.439,0.492,0.787,0.6265
Never Again,indie,budget,mostly_positive,202,81.2,0.469,0.493,0.772,0.6264
Neko Navy,action,budget,very_positive,68,97.1,0.439,0.492,0.787,0.6263
Avoid - Sensory Overload,action,budget,very_positive,180,85.6,0.439,0.492,0.787,0.6262
Castle of no Escape 2,indie,budget,mostly_positive,221,81.4,0.469,0.487,0.775,0.6262
Outlaws + A Handful of Missions,action,budget,very_positive,87,93.1,0.439,0.491,0.787,0.626
Unseen Diplomacy,action,budget,very_positive,149,89.9,0.439,0.472,0.796,0.6259
Overture,indie,budget,mostly_positive,1105,78.6,0.448,0.501,0.778,0.6259
iRacing,racing,budget,mostly_positive,887,84.2,0.405,0.463,0.818,0.6258
Yet Another Zombie Defense HD,action,budget,mostly_positive,887,80.0,0.439,0.491,0.786,0.6257
Atomic 79,action,budget,very_positive,72,95.8,0.439,0.49,0.786,0.6255
Quarries of Scred,indie,budget,very_positive,54,92.6,0.469,0.487,0.773,0.6253
Waves 2,indie,budget,very_positive,71,88.7,0.469,0.487,0.772,0.6251
Lightblade VR,action,budget,mostly_positive,535,82.2,0.439,0.472,0.795,0.6251
Of Guards And Thieves,action,free,very_positive,2856,85.2,0.355,0.461,0.841,0.6248
Murasaki,action,budget,very_positive,72,94.4,0.439,0.492,0.784,0.6248
Yissa Deep Realms,indie,budget,very_positive,61,90.2,0.469,0.487,0.772,0.6247
GLAD VALAKAS TOWER DEFENCE 2,action,budget,very_positive,67,95.5,0.439,0.492,0.784,0.6247
Hyperspace Invaders II: Pixel Edition,action,budget,mostly_positive,362,81.5,0.439,0.492,0.783,0.6246
Duck Souls,action,budget,very_positive,62,96.8,0.439,0.492,0.783,0.6245
Unbreakable Vr Runner,adventure,budget,very_positive,54,100.0,0.446,0.484,0.784,0.6245
Dirty Bomb®,free_to_play,free,mostly_positive,54634,80.1,0.432,0.465,0.8,0.6244
Transcendence,action,budget,very_positive,80,92.5,0.439,0.492,0.783,0.6244
Medal of Honor: Airborne,action,budget,mostly_positive,2186,78.9,0.439,0.491,0.784,0.6244
Dead,indie,budget,very_positive,60,90.0,0.469,0.487,0.771,0.6244
TAYAL,indie,budget,very_positive,51,92.2,0.469,0.487,0.771,0.6243
Crazy Taxi,racing,budget,mostly_positive,1513,82.0,0.405,0.478,0.807,0.6242
Hakoniwa Explorer Plus,action,budget,mostly_positive,208,83.7,0.439,0.492,0.783,0.6242
Goosebumps: The Game,adventure,budget,very_positive,125,86.4,0.446,0.491,0.78,0.6242
Drunk or Dead,indie,budget,very_positive,55,90.9,0.469,0.487,0.771,0.6242
This Is Not A Jumping Game,action,budget,very_positive,107,97.2,0.439,0.448,0.805,0.6242
TY the Tasmanian Tiger 4,adventure,budget,mostly_positive,223,83.4,0.446,0.484,0.783,0.6241
Sweezy Gunner,action,budget,mostly_positive,221,83.3,0.439,0.492,0.782,0.624
Counter Spell,action,budget,very_positive,130,89.2,0.439,0.477,0.79,0.624
Aircraft Evolution,action,budget,very_positive,169,87.6,0.439,0.472,0.792,0.6239
Act of War: Direct Action,action,budget,mostly_positive,213,84.5,0.439,0.483,0.787,0.6239
Magical Squash,action,budget,very_positive,78,92.3,0.439,0.492,0.782,0.6238
Bloody Streets,indie,budget,mostly_positive,110,83.6,0.469,0.487,0.77,0.6237
TimeShift™,action,budget,mostly_positive,782,79.7,0.439,0.491,0.782,0.6237
Kiai Resonance,indie,budget,mostly_positive,170,81.2,0.469,0.487,0.769,0.6235
Kung Fu Strike - The Warrior's Rise,action,budget,mostly_positive,1014,79.2,0.439,0.492,0.781,0.6235
Armed and Dangerous®,action,budget,very_positive,133,86.5,0.439,0.491,0.782,0.6234
STAR WARS™ Episode I Racer,racing,budget,very_positive,325,86.2,0.405,0.478,0.806,0.6234
Intrude,action,budget,very_positive,149,85.2,0.439,0.492,0.781,0.6233
Star Trek™ : 25th Anniversary,adventure,budget,very_positive,73,93.2,0.446,0.484,0.782,0.6233
Weapon of Choice,indie,budget,very_positive,52,90.4,0.469,0.487,0.769,0.6232
Peekaboo,action,budget,very_positive,62,95.2,0.439,0.492,0.781,0.6232
DERE EVIL .EXE,action,budget,very_positive,179,89.9,0.439,0.448,0.803,0.6232
Casey Powell Lacrosse 16,sports,mid_price,mostly_positive,72,77.8,0.463,0.526,0.751,0.6231
A Bastard's Tale,indie,budget,mostly_positive,202,81.2,0.448,0.501,0.772,0.6231
Dominari Empires,action,budget,very_positive,60,98.3,0.439,0.483,0.785,0.6231
Stay Alight,indie,budget,mostly_positive,180,81.7,0.448,0.501,0.772,0.6231
AtmaSphere,indie,budget,mostly_positive,90,84.4,0.469,0.487,0.768,0.6229
Muffled Warfare - Echolocation Shooter,indie,budget,mostly_positive,85,84.7,0.469,0.487,0.768,0.6227
Fantasy Versus,action,budget,mostly_positive,387,80.6,0.439,0.492,0.78,0.6227
Psychocat: The Answer,indie,budget,mostly_positive,214,79.9,0.469,0.487,0.768,0.6227
GTR 2 FIA GT Racing Game,racing,budget,very_positive,190,91.6,0.405,0.463,0.811,0.6226
Castlevania: Lords of Shadow – Mirror of Fate HD,action,budget,mostly_positive,1022,81.8,0.439,0.448,0.801,0.6225
Making History: The Calm & the Storm,strategy,budget,mostly_positive,567,81.1,0.437,0.476,0.788,0.6224
Abduction Bit,action,budget,very_positive,64,93.8,0.439,0.492,0.779,0.6224
Darkstar One,action,budget,mostly_positive,315,81.3,0.439,0.491,0.78,0.6224
Generation Streets,indie,budget,very_positive,54,88.9,0.469,0.487,0.767,0.6224
Pineapple Smash Crew ,indie,budget,mostly_positive,114,82.5,0.469,0.487,0.767,0.6224
Conflict Desert Storm™,action,budget,mostly_positive,469,80.2,0.439,0.491,0.78,0.6223
Blitz Breaker,action,budget,very_positive,100,88.0,0.439,0.492,0.779,0.6223
Blue Rider,action,budget,very_positive,86,89.5,0.439,0.492,0.779,0.6222
Blast-off,action,budget,very_positive,63,93.7,0.439,0.492,0.778,0.6221
The Impure,action,budget,very_positive,54,96.3,0.439,0.492,0.778,0.6221
Fingerbones,free_to_play,free,mostly_positive,3010,79.0,0.408,0.508,0.786,0.622
BANZAI ROYALE,action,budget,very_positive,64,93.8,0.439,0.491,0.779,0.622
Bedfellows FRENZY,action,budget,very_positive,85,89.4,0.439,0.492,0.778,0.6219
NEO AQUARIUM - The King of Crustaceans -,indie,budget,mostly_positive,219,79.5,0.469,0.487,0.766,0.6219
Fast Action Hero,action,budget,very_positive,94,88.3,0.439,0.492,0.778,0.6219
Urban Trial Freestyle,racing,budget,mostly_positive,1463,81.4,0.405,0.478,0.802,0.6218
Jet Set Knights,indie,budget,very_positive,52,88.5,0.469,0.487,0.766,0.6218
Gunman Clive 2,action,budget,very_positive,80,90.0,0.439,0.492,0.778,0.6218
Descent 2,action,budget,very_positive,72,91.7,0.439,0.491,0.778,0.6217
Deadhunt,action,budget,very_positive,72,91.7,0.439,0.491,0.778,0.6217
MageQuit,action,budget,very_positive,75,90.7,0.439,0.492,0.777,0.6216
Wayward Souls,action,budget,very_positive,102,87.3,0.439,0.492,0.777,0.6216
Aura of Worlds,adventure,budget,very_positive,58,94.8,0.446,0.484,0.778,0.6216
ALLTYNEX Second,action,budget,very_positive,97,87.6,0.439,0.492,0.777,0.6215
Lance A Lot: Classic Edition,indie,budget,very_positive,51,88.2,0.469,0.487,0.765,0.6214
MANOS,indie,budget,mostly_positive,153,80.4,0.469,0.487,0.765,0.6214
Space Fuss,indie,budget,very_positive,59,86.4,0.469,0.487,0.765,0.6213
GT Legends,racing,budget,very_positive,225,89.3,0.405,0.463,0.809,0.6213
Zombie Builder Defense,action,budget,very_positive,111,86.5,0.439,0.491,0.777,0.6212
Sugar Box,action,budget,very_positive,77,89.6,0.439,0.492,0.776,0.6209
miniLAW: Ministry of Law,action,budget,very_positive,74,90.5,0.439,0.491,0.777,0.6209
Defunct,adventure,budget,mostly_positive,392,81.6,0.446,0.466,0.785,0.6208
NIGHTSTAR,action,budget,very_positive,59,93.2,0.439,0.492,0.776,0.6208
Alien Shooter 2 Conscription,action,budget,mostly_positive,246,81.3,0.439,0.492,0.776,0.6208
Pizza Titan Ultra,action,budget,very_positive,63,92.1,0.439,0.492,0.776,0.6207
Fitz the Fox,indie,budget,mostly_positive,108,81.5,0.469,0.487,0.764,0.6207
Medusa's Labyrinth,free_to_play,free,mostly_positive,1016,79.4,0.408,0.508,0.783,0.6207
Xmas Shooting - Scramble!!,action,budget,very_positive,72,90.3,0.439,0.492,0.776,0.6207
Proto Raider,indie,budget,mostly_positive,91,82.4,0.469,0.487,0.764,0.6207
Aces Wild: Manic Brawling Action!,action,budget,mostly_positive,308,80.5,0.439,0.492,0.776,0.6207
Still Not Dead,action,budget,very_positive,103,86.4,0.439,0.492,0.776,0.6207
Wanted Killer VR,action,budget,very_positive,95,87.4,0.439,0.491,0.776,0.6205
Delta Force: Black Hawk Down,action,free,very_positive,281,91.8,0.355,0.469,0.829,0.6205
Shadow Corridor,action,budget,mostly_positive,187,82.4,0.439,0.492,0.775,0.6205
VOLTED,action,budget,very_positive,53,94.3,0.439,0.492,0.775,0.6204
Aliens Go Home Run,action,budget,very_positive,62,91.9,0.439,0.492,0.775,0.6204
Aqua Moto Racing Utopia,sports,mid_price,mostly_positive,73,75.3,0.463,0.525,0.747,0.6204
Blasted Road Terror,action,budget,very_positive,62,91.9,0.439,0.492,0.775,0.6204
Mad Age & This Guy,indie,budget,very_positive,56,85.7,0.469,0.487,0.763,0.6203
Sigi - A Fart for Melusina,action,budget,very_positive,79,88.6,0.439,0.492,0.775,0.6202
Light Bearers,free_to_play,free,very_positive,464,85.6,0.408,0.448,0.812,0.6202
Donuts'n'Justice,action,budget,very_positive,80,85.0,0.416,0.53,0.767,0.6201
Overchunked,indie,budget,mostly_positive,72,83.3,0.469,0.487,0.762,0.62
AFFECTED: The Manor,indie,budget,mostly_positive,88,80.7,0.469,0.493,0.759,0.62
Downward Spiral: Prologue,action,budget,very_positive,87,87.4,0.439,0.492,0.774,0.6199
Xenoraid: The First Space War,action,budget,very_positive,78,88.5,0.439,0.492,0.774,0.6199
Hammer 2,action,budget,mostly_positive,158,83.5,0.416,0.511,0.776,0.6199
MoonQuest,indie,budget,mostly_positive,63,84.1,0.469,0.487,0.762,0.6198
Thirst VR,action,budget,very_positive,100,86.0,0.439,0.492,0.774,0.6198
Disney's Chicken Little,adventure,budget,mostly_positive,132,84.1,0.446,0.484,0.774,0.6197
The Red Stare,free_to_play,free,very_positive,179,92.2,0.408,0.448,0.811,0.6197
ShineG In The Zombies,action,budget,mostly_positive,219,81.3,0.439,0.492,0.774,0.6197
HeXen II,action,budget,mostly_positive,212,81.6,0.439,0.491,0.775,0.6197
Maniac GO,action,budget,very_positive,51,94.1,0.439,0.492,0.774,0.6197
Luminosity,action,budget,very_positive,55,92.7,0.439,0.492,0.773,0.6196
Shadow Ops: Red Mercury,action,budget,mostly_positive,167,82.6,0.439,0.491,0.774,0.6196
Sandmason,indie,budget,mostly_positive,58,84.5,0.469,0.487,0.761,0.6195
The Land of Eyas,action,budget,very_positive,59,91.5,0.439,0.492,0.773,0.6195
Trianga's Project: Battle Splash 2.0,action,budget,very_positive,59,91.5,0.439,0.492,0.773,0.6195
pla_toon,free_to_play,free,mostly_positive,553,84.6,0.408,0.448,0.811,0.6195
Rosenkreuzstilette,action,budget,mostly_positive,191,81.7,0.439,0.492,0.773,0.6194
Army Men RTS,strategy,budget,mostly_positive,180,84.4,0.437,0.476,0.782,0.6194
Timore 5,indie,budget,mostly_positive,65,81.5,0.469,0.493,0.758,0.6192
Korwin The Game,action,budget,mostly_positive,212,81.1,0.439,0.492,0.773,0.6192
Gunjack,action,budget,mostly_positive,187,81.8,0.439,0.491,0.773,0.6191
Acceleration of SUGURI 2,indie,budget,mostly_positive,303,78.2,0.448,0.501,0.764,0.619
Little Big Adventure - Enhanced Edition,adventure,budget,mostly_positive,116,84.5,0.446,0.484,0.773,0.619
ABYSS CRAWLERS plus,action,budget,very_positive,53,92.5,0.439,0.492,0.772,0.6189
Botlike - a robot's rampage,action,budget,very_positive,57,91.2,0.439,0.492,0.772,0.6188
